Code_commune_INSEE;Nom_commune;Code_postal;Ligne_5;Libellé_d_acheminement;coordonnees_gps
08242;LAIFOUR;08800;LA PETITE COMMUNE;LAIFOUR;49.902088382,4.69565397804
08156;ETEIGNIERES;08260;;ETEIGNIERES;49.8907338972,4.40306549202
08247;LANDRICHAMPS;08600;;LANDRICHAMPS;50.0794047362,4.82747884196
08162;FAGNON;08090;;FAGNON;49.7325267992,4.61914614937
08250;LEFFINCOURT;08310;;LEFFINCOURT;49.3814874349,4.55085342469
08166;FEPIN;08170;;FEPIN;50.0221616884,4.70723354036
08251;LEPRON LES VALLEES;08150;;LEPRON LES VALLEES;49.749207,4.45628552785
08168;LA FERTE SUR CHIERS;08370;;LA FERTE SUR CHIERS;49.5723724698,5.24000841484
08254;LIART;08290;;LIART;49.7612029643,4.34152094033
08169;FLAIGNES HAVYS;08260;HAVYS;FLAIGNES HAVYS;49.8189516311,4.39912003911
08256;LIRY;08400;;LIRY;49.3047517017,4.6426157479
08170;FLEIGNEUX;08200;;FLEIGNEUX;49.7761707649,4.96364089015
08262;LUCQUY;08300;;LUCQUY;49.5371334292,4.47628128678
08173;FLIZE;08160;;FLIZE;49.6952977524,4.77517346922
08273;MARBY;08260;;MARBY;49.8351105906,4.42694488413
08174;FLOING;08200;;FLOING;49.7233281136,4.93287278052
08279;MARS SOUS BOURCQ;08400;;MARS SOUS BOURCQ;49.4008386029,4.64097483841
08175;FOISCHES;08600;;FOISCHES;50.129087843,4.77469221045
08284;LES MAZURES;08500;;LES MAZURES;49.8968391326,4.63190460974
08184;FROMY;08370;;FROMY;49.6013937108,5.25624601587
08286;MENIL ANNELLES;08310;;MENIL ANNELLES;49.4366027969,4.44985286744
08187;GERNELLE;08440;;GERNELLE;49.7731869901,4.82389442529
08296;MONTCHEUTIN;08250;;MONTCHEUTIN;49.2882211618,4.80310887786
08191;GIVONNE;08200;;GIVONNE;49.732476511,4.99727933761
08302;MONTHERME;08800;;MONTHERME;49.8995880396,4.74792062514
08196;GRANDCHAMP;08270;;GRANDCHAMP;49.6525314481,4.40676539021
08311;MOUZON;08210;;MOUZON;49.5898672379,5.07669736879
08219;HAUTEVILLE;08300;;HAUTEVILLE;49.5827671359,4.2987122942
08318;LA NEUVILLE AUX JOUTES;08380;;LA NEUVILLE AUX JOUTES;49.9331443854,4.24087440967
08230;HOULDIZY;08090;;HOULDIZY;49.812785683,4.6695029327
08327;NOUVION SUR MEUSE;08160;;NOUVION SUR MEUSE;49.708839768,4.79759753674
08232;ILLY;08200;;ILLY;49.7575218759,4.98043472837
08329;NOVION PORCIEN;08270;;NOVION PORCIEN;49.5959529049,4.42856653433
08233;IMECOURT;08240;;IMECOURT;49.3711784415,4.97493982778
08333;OLIZY PRIMAT;08250;;OLIZY PRIMAT;49.3578421825,4.78297338685
08234;INAUMONT;08300;;INAUMONT;49.5628562714,4.31902902428
08334;OMICOURT;08450;;OMICOURT;49.6297467119,4.82675764027
08242;LAIFOUR;08800;;LAIFOUR;49.902088382,4.69565397804
08335;OMONT;08430;;OMONT;49.5934262613,4.73941860083
08249;LAVAL MORENCY;08150;;LAVAL MORENCY;49.8301398821,4.49355605109
08336;OSNES;08110;;OSNES;49.6585879647,5.15768970071
08272;MARANWEZ;08460;;MARANWEZ;49.727693434,4.34150288978
08349;PURE;08110;;PURE;49.6818291341,5.18018679003
08281;MATTON ET CLEMENCY;08110;;MATTON ET CLEMENCY;49.6763970622,5.22558942774
08373;RUMIGNY;08290;;RUMIGNY;49.8046346416,4.27087313138
08288;MESMONT;08270;;MESMONT;49.6185115837,4.3990996122
08381;ST GERMAINMONT;08190;;ST GERMAINMONT;49.5206305047,4.13492327626
08293;MOIRY;08370;;MOIRY;49.6001021932,5.27891887123
08385;ST LAURENT;08090;;ST LAURENT;49.759138963,4.77607432501
08298;MONTCY NOTRE DAME;08090;;MONTCY NOTRE DAME;49.7906751202,4.74345986239
08388;ST MARCEAU;08160;;ST MARCEAU;49.7064000301,4.720080151
08302;MONTHERME;08800;LES HAUTS BUTTES;MONTHERME;49.8995880396,4.74792062514
08391;ST MENGES;08200;;ST MENGES;49.759865829,4.93156116451
08304;MONTIGNY SUR MEUSE;08170;;MONTIGNY SUR MEUSE;50.047712335,4.7107437226
08394;ST PIERREMONT;08240;;ST PIERREMONT;49.4891932273,4.94533489491
08305;MONTIGNY SUR VENCE;08430;;MONTIGNY SUR VENCE;49.6451389564,4.61254914109
08404;SAULT ST REMY;08190;;SAULT ST REMY;49.4246765802,4.15669310399
08306;MONT LAURENT;08130;;MONT LAURENT;49.4637340301,4.47834727509
08405;SAUVILLE;08390;;SAUVILLE;49.5508316655,4.78667759397
08309;MONT ST REMY;08310;;MONT ST REMY;49.3867440492,4.4768822942
08407;SECHAULT;08250;;SECHAULT;49.2714856559,4.73688759461
08310;MOURON;08250;;MOURON;49.3152143572,4.78476402519
08412;SENUC;08250;;SENUC;49.3080610685,4.85209059171
08321;NEUVILLE DAY;08130;;NEUVILLE DAY;49.5000423938,4.69190726788
08413;SERAINCOURT;08220;;SERAINCOURT;49.6220794201,4.18799249278
08322;NEUVILLE LES THIS;08090;;NEUVILLE LES THIS;49.7327847632,4.58984068094
08415;SERY;08270;;SERY;49.5893011177,4.36138115369
08326;NOUART;08240;;NOUART;49.4505639742,5.05484805727
08417;SEVIGNY LA FORET;08230;;SEVIGNY LA FORET;49.8792027455,4.47923063972
08330;NOVY CHEVRIERES;08300;;NOVY CHEVRIERES;49.5461151318,4.44233077955
08427;SORBON;08300;;SORBON;49.5514575157,4.37200155561
08332;OCHES;08240;;OCHES;49.5072452442,4.92861182903
08429;SORMONNE;08150;;SORMONNE;49.8083418844,4.56343699968
08333;OLIZY PRIMAT;08250;PRIMAT;OLIZY PRIMAT;49.3578421825,4.78297338685
08431;SUGNY;08400;;SUGNY;49.3554291298,4.66082182219
08339;PERTHES;08300;;PERTHES;49.4486431408,4.35514092983
08434;SY;08390;;SY;49.5140552485,4.87192502711
08342;POURU AUX BOIS;08140;;POURU AUX BOIS;49.7100198144,5.09834036842
08435;TAGNON;08300;;TAGNON;49.4497696397,4.2922571776
08343;POURU ST REMY;08140;;POURU ST REMY;49.6809685609,5.08867231139
08438;TAIZY;08360;;TAIZY;49.5106550755,4.25851649147
08344;PREZ;08290;LA CERLEAU;PREZ;49.8014597717,4.36121089611
08448;THILAY;08800;;THILAY;49.8995068878,4.80748273961
08347;PUILLY ET CHARBEAUX;08370;;PUILLY ET CHARBEAUX;49.6363781013,5.27519284704
08448;THILAY;08800;NOHAN;THILAY;49.8995068878,4.80748273961
08356;REMAUCOURT;08220;;REMAUCOURT;49.6012128351,4.23209127771
08449;THIN LE MOUTIER;08460;;THIN LE MOUTIER;49.7150524983,4.51191807216
08358;REMILLY LES POTHEES;08150;;REMILLY LES POTHEES;49.7839350894,4.54735597538
08452;THUGNY TRUGNY;08300;;THUGNY TRUGNY;49.4774101682,4.42112351465
08365;RIMOGNE;08150;;RIMOGNE;49.8387403616,4.53539067168
08453;TOGES;08400;;TOGES;49.4255298264,4.78533693531
08366;ROCQUIGNY;08220;;ROCQUIGNY;49.7003603712,4.24698300901
08458;TOURTERON;08130;;TOURTERON;49.5406354028,4.64242519656
08367;ROCROI;08230;;ROCROI;49.9315002925,4.55842430748
08462;VAUX CHAMPAGNE;08130;;VAUX CHAMPAGNE;49.4463918173,4.54892328965
08368;ROIZY;08190;;ROIZY;49.4259330532,4.18557721616
08466;VAUX LES MOUZON;08210;;VAUX LES MOUZON;49.60312563,5.13703497339
08370;ROUVROY SUR AUDRY;08150;SERVION;ROUVROY SUR AUDRY;49.7853360056,4.50242620208
08468;VAUX VILLAINE;08150;;VAUX VILLAINE;49.7691050274,4.4726961277
08383;ST JUVIN;08250;;ST JUVIN;49.3375839286,4.95354630856
08480;VILLERS SEMEUSE;08000;;VILLERS SEMEUSE;49.7411448562,4.7510548564
08384;ST LAMBERT ET MONT DE JEUX;08130;;ST LAMBERT ET MONT DE JEUX;49.4980282741,4.62474617403
08486;VIREUX MOLHAIN;08320;;VIREUX MOLHAIN;50.0772550914,4.70502555078
08386;ST LOUP EN CHAMPAGNE;08300;;ST LOUP EN CHAMPAGNE;49.4528238096,4.21534946763
08490;VOUZIERS;08400;VRIZY;VOUZIERS;49.4000316087,4.70126283768
08392;ST MOREL;08400;;ST MOREL;49.3388158737,4.69739675474
08503;YVERNAUMONT;08430;;YVERNAUMONT;49.6747132911,4.66268790823
08406;SAVIGNY SUR AISNE;08400;;SAVIGNY SUR AISNE;49.359523814,4.72150823362
09001;AIGUES JUNTES;09240;;AIGUES JUNTES;43.0506179616,1.47151123009
08411;SEMUY;08130;;SEMUY;49.4956881485,4.66294910211
09013;ARABAUX;09000;;ARABAUX;42.980519234,1.63390482016
08419;SIGNY L ABBAYE;08460;LIBRECY;SIGNY L ABBAYE;49.7029435011,4.40415204398
09018;ARROUT;09800;;ARROUT;42.9475606635,1.01996413494
08420;SIGNY LE PETIT;08380;LA GRUERIE;SIGNY LE PETIT;49.9309499097,4.2990463026
09024;ASTON;09310;;ASTON;42.680832026,1.65945312513
08428;SORCY BAUTHEMONT;08270;;SORCY BAUTHEMONT;49.5413667574,4.53840369427
09026;AUDRESSEIN;09800;;AUDRESSEIN;42.9305094861,1.02016808143
08436;TAILLETTE;08230;;TAILLETTE;49.9272427923,4.47480367257
09027;AUGIREIN;09800;;AUGIREIN;42.9108818851,0.916808840124
08437;TAILLY;08240;BARRICOURT;TAILLY;49.4074530876,5.06834679927
09048;BELLOC;09600;;BELLOC;43.0072443769,1.93332486097
08440;TARZY;08380;;TARZY;49.8762495136,4.29660246007
09052;BESSET;09500;;BESSET;43.072738948,1.84596031443
08445;THELONNE;08350;;THELONNE;49.6482212901,4.94566360048
09060;BONNAC;09100;;BONNAC;43.1726271399,1.58703667646
08446;THENORGUES;08240;;THENORGUES;49.4060946457,4.92137626366
09063;LE BOSC;09000;;LE BOSC;42.9329534185,1.44571486476
08457;TOURNES;08090;;TOURNES;49.7992413246,4.63988652343
09067;BRIE;09700;;BRIE;43.2070860138,1.51654093771
08463;VAUX EN DIEULET;08240;;VAUX EN DIEULET;49.4785340396,4.9918664976
09070;LES CABANNES;09310;;LES CABANNES;42.7860666312,1.68644152228
08465;VAUX LES RUBIGNY;08220;;VAUX LES RUBIGNY;49.6904205323,4.18309988343
09071;CADARCET;09240;;CADARCET;43.0136914773,1.50207192139
08469;VENDRESSE;08160;;VENDRESSE;49.6036580688,4.79161432829
09072;CALZAN;09120;;CALZAN;43.0326048013,1.74084762651
08469;VENDRESSE;08160;LA CASSINE;VENDRESSE;49.6036580688,4.79161432829
09074;CAMON;09500;;CAMON;43.021523452,1.96173407084
08471;VERRIERES;08390;;VERRIERES;49.4959923626,4.88538309039
09076;CANTE;09700;;CANTE;43.2487009717,1.52354253407
08472;VIEL ST REMY;08270;;VIEL ST REMY;49.632572198,4.48367438059
09082;CASTELNAU DURBAN;09420;;CASTELNAU DURBAN;42.9928317992,1.33850962777
08473;VIEUX LES ASFELD;08190;;VIEUX LES ASFELD;49.4510393454,4.10610399621
09085;CASTILLON EN COUSERANS;09800;;CASTILLON EN COUSERANS;42.9165658331,1.05571963783
08479;VILLERS LE TOURNEUR;08430;;VILLERS LE TOURNEUR;49.6220295169,4.56406530841
09086;CAUMONT;09160;;CAUMONT;43.024099366,1.07931622344
08481;VILLERS SUR BAR;08350;;VILLERS SUR BAR;49.6817820293,4.85514229057
09090;CAZAUX;09120;;CAZAUX;43.0532282657,1.51928694563
08485;VILLY;08370;;VILLY;49.59384897,5.2214022788
09097;CLERMONT;09420;;CLERMONT;43.0372197049,1.29061556438
08490;VOUZIERS;08400;BLAISE;VOUZIERS;49.4000316087,4.70126283768
09104;DALOU;09120;;DALOU;43.0288762332,1.64821776091
08491;VRIGNE AUX BOIS;08330;;VRIGNE AUX BOIS;49.7370150528,4.85605381662
09108;DURBAN SUR ARIZE;09240;;DURBAN SUR ARIZE;43.0204997035,1.34729463737
08494;WADELINCOURT;08200;;WADELINCOURT;49.6805479174,4.93056331877
09110;ENCOURTIECH;09200;;ENCOURTIECH;42.9635581924,1.19263328033
09002;AIGUES VIVES;09600;;AIGUES VIVES;43.0006575328,1.87695638902
09119;EYCHEIL;09200;;EYCHEIL;42.9553633761,1.15625348151
09003;L AIGUILLON;09300;;L AIGUILLON;42.9097070011,1.90052351136
09128;GAJAN;09190;;GAJAN;43.0372259317,1.13491653966
09005;ALEU;09320;;ALEU;42.893742098,1.26749393485
09130;GANAC;09000;;GANAC;42.9307441238,1.55979316845
09006;ALLIAT;09400;;ALLIAT;42.8159020056,1.58114167435
09139;L HOSPITALET PRES L ANDORRE;09390;;L HOSPITALET PRES L ANDORRE;42.595464483,1.7777228207
09019;ARTIGAT;09130;;ARTIGAT;43.1431527184,1.44685366225
09142;ILHAT;09300;;ILHAT;42.9512575133,1.7851302515
09031;AXIAT;09250;;AXIAT;42.7997046069,1.76100321573
09151;LANOUX;09130;;LANOUX;43.1200797845,1.42372651979
09032;AX LES THERMES;09110;;AX LES THERMES;42.6873576342,1.81825994194
09154;LARBONT;09240;;LARBONT;42.9931704458,1.40017931392
09039;LA BASTIDE DE BOUSIGNAC;09500;;LA BASTIDE DE BOUSIGNAC;43.0585487701,1.88443383803
09159;LASSUR;09310;;LASSUR;42.7411070071,1.71830324497
09041;LA BASTIDE DU SALAT;09160;;LA BASTIDE DU SALAT;43.0614872214,1.00017697542
09161;LERAN;09600;;LERAN;42.9847156991,1.91842200411
09045;BEDEILHAC ET AYNAT;09400;;BEDEILHAC ET AYNAT;42.8795852019,1.56719798954
09163;LESCOUSSE;09100;;LESCOUSSE;43.1491432364,1.51328236533
09062;BORDES UCHENTEIN;09800;UCHENTEIN;BORDES UCHENTEIN;42.8335034576,1.03424218178
09164;LESCURE;09420;;LESCURE;43.0086403307,1.24160413045
09065;BOUSSENAC;09320;;BOUSSENAC;42.9078454205,1.39109839522
09171;LORDAT;09250;;LORDAT;42.7985041105,1.78455165815
09073;CAMARADE;09290;;CAMARADE;43.0693773441,1.27737161361
09183;MAUVEZIN DE PRAT;09160;;MAUVEZIN DE PRAT;43.0324532484,0.992112596886
09081;LE CARLARET;09100;;LE CARLARET;43.1307609911,1.69416376028
09193;MIJANES;09460;;MIJANES;42.7102290438,2.01220690511
09084;CASTEX;09350;;CASTEX;43.1657585272,1.31957552098
09209;MONTJOIE EN COUSERANS;09200;;MONTJOIE EN COUSERANS;43.0152342505,1.17565361444
09087;CAUSSOU;09250;;CAUSSOU;42.7721552831,1.82193324504
09209;MONTJOIE EN COUSERANS;09200;AUDINAC LES BAINS;MONTJOIE EN COUSERANS;43.0152342505,1.17565361444
09093;CELLES;09000;;CELLES;42.916897965,1.6969424831
09212;MONTSERON;09240;;MONTSERON;43.0208884939,1.31655733885
09099;COS;09000;;COS;42.9801592841,1.56921939947
09217;NIAUX;09400;;NIAUX;42.8161799796,1.59941091068
09101;COUSSA;09120;;COUSSA;43.0646378158,1.68939869661
09224;PAILHES;09130;;PAILHES;43.1002752651,1.44680858932
09107;DUN;09600;MERVIEL;DUN;43.0256431764,1.79296928754
09232;PRADES;09110;;PRADES;42.7908714582,1.86049568072
09113;ERCE;09140;;ERCE;42.8341376861,1.30310687762
09244;RIEUCROS;09500;;RIEUCROS;43.0760375517,1.76327077527
09124;LE FOSSAT;09130;;LE FOSSAT;43.1796907844,1.41506357343
09245;RIEUX DE PELLEPORT;09120;;RIEUX DE PELLEPORT;43.0579984327,1.59934492972
09143;ILLIER ET LARAMADE;09220;;ILLIER ET LARAMADE;42.7879303453,1.54250853578
09246;RIMONT;09420;;RIMONT;42.9878381325,1.28379661881
09165;LESPARROU;09300;;LESPARROU;42.9276359247,1.93926031529
09262;ST JEAN D AIGUES VIVES;09300;;ST JEAN D AIGUES VIVES;42.9189081448,1.87680686803
09169;LIMBRASSAC;09600;;LIMBRASSAC;43.0110104704,1.84353239924
09263;ST JEAN DU CASTILLONNAIS;09800;;ST JEAN DU CASTILLONNAIS;42.9521955213,0.928566795359
09174;LOUBIERES;09000;;LOUBIERES;43.0097766189,1.59427619307
09264;ST JEAN DE VERGES;09000;VILLENEUVE DU BOSC;ST JEAN DE VERGES;43.0129896461,1.63277165832
09175;LUDIES;09100;;LUDIES;43.1204279792,1.71727869146
09266;ST JULIEN DE GRAS CAPOU;09500;;ST JULIEN DE GRAS CAPOU;43.0367157947,1.85651898742
09184;MAUVEZIN DE STE CROIX;09230;;MAUVEZIN DE STE CROIX;43.0768014168,1.23243008757
09270;ST MARTIN D OYDES;09100;;ST MARTIN D OYDES;43.1661314489,1.48369592125
09188;MERCUS GARRABET;09400;;MERCUS GARRABET;42.8795171828,1.6442180232
09271;ST MICHEL;09100;;ST MICHEL;43.1325345547,1.50200100913
09189;MERENS LES VALS;09110;;MERENS LES VALS;42.6279300711,1.83436205641
09272;ST PAUL DE JARRAT;09000;;ST PAUL DE JARRAT;42.8959154584,1.67206872652
09196;MONTAGAGNE;09240;;MONTAGAGNE;42.9638469564,1.41313214864
09273;ST PIERRE DE RIVIERE;09000;;ST PIERRE DE RIVIERE;42.9664677033,1.55739954781
09198;MONTARDIT;09230;;MONTARDIT;43.0695601112,1.18585733449
09292;SENTENAC DE SEROU;09240;;SENTENAC DE SEROU;42.9454493638,1.3950868349
09203;MONTELS;09240;;MONTELS;43.0059500308,1.46985998541
09297;SOR;09800;;SOR;42.9194982505,1.01182252209
09214;MOULIS;09200;;MOULIS;42.9438845213,1.09852869482
09299;SOUEIX ROGALLE;09140;;SOUEIX ROGALLE;42.8967635679,1.19463483145
09234;PRADIERES;09000;;PRADIERES;42.9611572235,1.65602192048
09299;SOUEIX ROGALLE;09140;ROGALLE;SOUEIX ROGALLE;42.8967635679,1.19463483145
09238;LES PUJOLS;09100;;LES PUJOLS;43.0917243273,1.71845001991
09303;SURBA;09400;;SURBA;42.8596289181,1.5816290081
09239;QUERIGUT;09460;;QUERIGUT;42.6833720456,2.11436748471
09310;THOUARS SUR ARIZE;09350;;THOUARS SUR ARIZE;43.1819071244,1.23707299493
09251;ROUMENGOUX;09500;;ROUMENGOUX;43.0761211234,1.92438263558
09312;LA TOUR DU CRIEU;09100;;LA TOUR DU CRIEU;43.1046663015,1.6669791178
09254;ST AMADOU;09100;;ST AMADOU;43.1112959391,1.71491289388
09320;URS;09310;;URS;42.778113198,1.73489746587
09255;ST AMANS;09100;;ST AMANS;43.1595834502,1.5479581856
09325;VAYCHIS;09110;;VAYCHIS;42.7440162413,1.82180762746
09258;ST FELIX DE RIEUTORD;09120;;ST FELIX DE RIEUTORD;43.0441550256,1.66977441855
09329;VERNAJOUL;09000;;VERNAJOUL;42.9930828905,1.59212252039
09260;STE FOI;09500;;STE FOI;43.1257603127,1.9172086969
09334;VAL DE SOS;09220;SUC ET SENTENAC;VAL DE SOS;42.7733893717,1.51114862986
09261;ST GIRONS;09200;;ST GIRONS;42.9752923045,1.15326595533
09339;VILLENEUVE DU PAREAGE;09100;;VILLENEUVE DU PAREAGE;43.1586748014,1.64287363091
09268;ST LIZIER;09190;;ST LIZIER;42.9998808556,1.12929754476
09340;VIRA;09120;;VIRA;43.0488081188,1.75644029197
09269;ST MARTIN DE CARALP;09000;;ST MARTIN DE CARALP;42.9919399277,1.53796781616
09341;VIVIES;09500;;VIVIES;43.0609822099,1.77874541747
09279;SALSEIN;09800;;SALSEIN;42.9042685919,1.00165723674
10006;ARCIS SUR AUBE;10700;;ARCIS SUR AUBE;48.5278271069,4.14197110248
09280;SAURAT;09400;PRAT COMMUNAL;SAURAT;42.883738441,1.50479848751
10007;ARCONVILLE;10200;;ARCONVILLE;48.156151635,4.72890746398
09284;SEGURA;09120;;SEGURA;43.032230727,1.69275443805
10012;ARSONVAL;10200;;ARSONVAL;48.2796312677,4.65067065173
09290;SENTEIN;09800;;SENTEIN;42.8358878297,0.920341995173
10017;AULNAY;10240;;AULNAY;48.4783453651,4.41533916578
09291;SENTENAC D OUST;09140;;SENTENAC D OUST;42.8662042438,1.14021822329
10019;VAL D AUZON;10220;MONTANGON;VAL D AUZON;48.4004769736,4.35930739825
09293;SERRES SUR ARGET;09000;;SERRES SUR ARGET;42.9701435492,1.5043958432
10023;AVON LA PEZE;10290;;AVON LA PEZE;48.3874423014,3.65147515296
09294;SIEURAS;09130;;SIEURAS;43.1922641286,1.34376526117
10027;BALIGNICOURT;10330;;BALIGNICOURT;48.5295826019,4.45448981807
09296;AULOS SINSAT;09310;SINSAT;AULOS SINSAT;42.8010692971,1.66015755913
10028;BALNOT LA GRANGE;10210;;BALNOT LA GRANGE;47.9884933352,4.19819242962
09300;SOULA;09000;;SOULA;42.9407714858,1.69062685843
10044;BETIGNICOURT;10500;;BETIGNICOURT;48.4499267207,4.45503670756
09305;TABRE;09600;;TABRE;42.9887730653,1.85527536591
10053;BOURANTON;10270;;BOURANTON;48.3149302747,4.1804938417
09306;TARASCON SUR ARIEGE;09400;BANAT;TARASCON SUR ARIEGE;42.8461514685,1.59648461871
10055;BOURGUIGNONS;10110;;BOURGUIGNONS;48.1412628808,4.3624282849
09308;TAURIGNAN VIEUX;09190;;TAURIGNAN VIEUX;43.0434128319,1.11433094449
10057;BOUY SUR ORVIN;10400;;BOUY SUR ORVIN;48.4230447097,3.49742400527
09309;TEILHET;09500;;TEILHET;43.0973378632,1.78252133871
10060;BREVIANDES;10450;;BREVIANDES;48.2562259501,4.10756293028
09311;TIGNAC;09110;;TIGNAC;42.7506713601,1.79915182635
10064;BRIENNE LE CHATEAU;10500;;BRIENNE LE CHATEAU;48.3974195288,4.53928532253
09313;TOURTOUSE;09230;;TOURTOUSE;43.090555845,1.13719287262
10067;BUCHERES;10800;;BUCHERES;48.2364830009,4.11414103262
09316;TROYE D ARIEGE;09500;;TROYE D ARIEGE;43.0211388767,1.88727210169
10070;CELLES SUR OURCE;10110;;CELLES SUR OURCE;48.0738193958,4.42247353986
09321;USSAT;09400;;USSAT;42.8339319836,1.62186318062
10071;CHACENAY;10110;;CHACENAY;48.1073040053,4.53224056056
09326;VEBRE;09310;;VEBRE;42.7696976304,1.71781381664
10075;CHAMPFLEURY;10700;;CHAMPFLEURY;48.6142848196,4.0310704592
09334;VAL DE SOS;09220;VICDESSOS;VAL DE SOS;42.7733893717,1.51114862986
10083;CHAPPES;10260;;CHAPPES;48.1659482698,4.25688351486
09335;VILLENEUVE;09800;;VILLENEUVE;42.9501020691,0.983231865255
10090;CHAUCHIGNY;10170;;CHAUCHIGNY;48.4261431924,3.98046866414
09336;VILLENEUVE D OLMES;09300;;VILLENEUVE D OLMES;42.9114883664,1.82063042142
10099;CHESSY LES PRES;10130;;CHESSY LES PRES;48.0137819738,3.93361482434
10011;ARRENTIERES;10200;;ARRENTIERES;48.2679922026,4.73910370169
10101;COCLOIS;10240;;COCLOIS;48.4708420035,4.33090572683
10018;AUXON;10130;;AUXON;48.0923181622,3.92346188322
10103;COLOMBE LE SEC;10200;;COLOMBE LE SEC;48.2556375156,4.80343883572
10019;VAL D AUZON;10220;VILLEHARDOUIN;VAL D AUZON;48.4004769736,4.35930739825
10105;COURCELLES SUR VOIRE;10500;;COURCELLES SUR VOIRE;48.4822201574,4.52921510366
10022;AVIREY LINGEY;10340;;AVIREY LINGEY;48.028003129,4.29702645691
10110;COURTERANGES;10270;;COURTERANGES;48.2683513867,4.22551791779
10029;BALNOT SUR LAIGNES;10110;;BALNOT SUR LAIGNES;48.0369726727,4.35269608813
10111;COURTERON;10250;;COURTERON;48.0158955868,4.46256663692
10031;BARBUISE;10400;COURTAVANT;BARBUISE;48.5509217232,3.562035391
10120;CUSSANGY;10210;;CUSSANGY;48.0230498915,4.09099167975
10040;BERNON;10130;;BERNON;47.9870798337,3.99246812197
10121;DAMPIERRE;10240;;DAMPIERRE;48.5651902607,4.36459312482
10041;BERTIGNOLLES;10110;;BERTIGNOLLES;48.1367453807,4.51279936147
10122;DAVREY;10130;;DAVREY;48.0459988862,3.96029506309
10042;BERULLE;10160;;BERULLE;48.1707680299,3.6716310036
10125;DIERREY ST PIERRE;10190;;DIERREY ST PIERRE;48.3325291626,3.83136359134
10043;BESSY;10170;;BESSY;48.5413728268,4.02489066641
10128;DONNEMENT;10330;;DONNEMENT;48.519771783,4.42815499728
10045;BEUREY;10140;;BEUREY;48.1758848753,4.47296130877
10148;FERREUX QUINCEY;10400;;FERREUX QUINCEY;48.4624429856,3.60107070347
10052;BOULAGES;10380;;BOULAGES;48.5873035501,3.92269900337
10160;FRAVAUX;10200;;FRAVAUX;48.2361442581,4.64187603164
10056;BOUY LUXEMBOURG;10220;;BOUY LUXEMBOURG;48.3750872651,4.24288832976
10162;FRESNOY LE CHATEAU;10270;;FRESNOY LE CHATEAU;48.2201181209,4.23354437753
10058;BRAGELOGNE BEAUVOIR;10340;BEAUVOIR SUR SARCE;BRAGELOGNE BEAUVOIR;47.9698706523,4.26657498666
10163;FULIGNY;10200;;FULIGNY;48.3403541519,4.69850669182
10074;CHAMOY;10130;;CHAMOY;48.1141180012,3.96559597097
10169;GUMERY;10400;;GUMERY;48.4396051909,3.42197876151
